DistrictName,Vndr,Loc,GPmRFI
Kentucky,IDUNEMPLOY-i,116,89
Chicago,IDUNEMPLOY-i,117,84
Austin,IDUNEMPLOY-i,118,105
Austin,IFDISCONFO-r,76,720
Penn-Cleveland,IFDISCONFO-r,77,1406
Midwest,IFDISCONFO-r,78,782
Southern Ohio,IFDISCONFO-r,80,138
Tarrant County,IFDISCONFO-r,81,1390
Southern Ohio,IFDISCONFO-r,82,38
Dallas South,IFDISCONFO-r,83,968
Midwest,IFDISCONFO-r,84,2622
Dallas North,IFDISCONFO-r,85,556
Midwest,IFDISCONFO-r,86,1168
Chicago,IFDISCONFO-r,87,2209
Chicago,IFDISCONFO-r,90,809
Columbus,IFDISCONFO-r,91,37
Chicago,IFDISCONFO-r,94,521
Houston South,IFDISCONFO-r,95,1026
Minnesota,IFDISCONFO-r,96,27
Tarrant County,IFDISCONFO-r,98,534
Midwest,IFDISCONFO-r,99,2731
Indiana,IFDISCONFO-r,100,612
Chicago,IFDISCONFO-r,101,689
Indiana,IFDISCONFO-r,102,944
Wisconsin,IFDISCONFO-r,103,751
Austin,IFDISCONFO-r,104,749
Oklahoma,IFDISCONFO-r,105,251
Arizona,IFDISCONFO-r,106,165
Southern Ohio,IFDISCONFO-r,107,102
Chicago,IFDISCONFO-r,108,630
Dallas South,IFDISCONFO-r,109,1226
Oklahoma,IFDISCONFO-r,110,52
Tarrant County,IFDISCONFO-r,111,392
California,IFDISCONFO-r,112,1246
San Antonio,IFDISCONFO-r,113,60
Oklahoma,IFDISCONFO-r,114,14
Chicago,IFDISCONFO-r,115,433
Kentucky,IFDISCONFO-r,116,8
Chicago,IFDISCONFO-r,117,661
Austin,IFDISCONFO-r,118,565
Chicago,IFDISCONFO-r,119,899
St. Louis,IFDISCONFO-r,120,602
California,IFDISCONFO-r,122,241
St. Louis,IFDISCONFO-r,123,1217
Chicago,IFDISCONFO-r,124,524
Georgia,IFDISCONFO-r,125,296
Georgia,IFDISCONFO-r,126,5
St. Louis,IFDISCONFO-r,127,621
Dallas Flagship,IFPROPERRE-i,1,392
Dallas South,IFPROPERRE-i,2,62
Tarrant County,IFPROPERRE-i,3,91
San Antonio,IFPROPERRE-i,4,100
Austin,IFPROPERRE-i,5,295
Houston North,IFPROPERRE-i,6,100
Austin,IFPROPERRE-i,7,152
Dallas North,IFPROPERRE-i,8,142
Houston North,IFPROPERRE-i,9,137
San Antonio,IFPROPERRE-i,10,114
Houston South,IFPROPERRE-i,11,354
Tarrant County,IFPROPERRE-i,12,81
Kentucky,IFPROPERRE-i,13,169
Wisconsin,IFPROPERRE-i,14,66
Houston South,IFPROPERRE-i,15,214
Austin,IFPROPERRE-i,17,173
Tarrant County,IFPROPERRE-i,18,103
Columbus,IFPROPERRE-i,19,31
Houston South,IFPROPERRE-i,20,144
Houston North,IFPROPERRE-i,21,141
Washington,IFPROPERRE-i,22,211
Minnesota,IFPROPERRE-i,23,101
Houston South,IFPROPERRE-i,24,122
San Antonio,IFPROPERRE-i,25,65
Minnesota,IFPROPERRE-i,26,178
Washington,IFPROPERRE-i,27,37
San Antonio,IFPROPERRE-i,29,170
Southern Ohio,IFPROPERRE-i,30,276
Midwest,IFPROPERRE-i,31,251
Southern Ohio,IFPROPERRE-i,32,121
Tarrant County,IFPROPERRE-i,33,162
Washington,IFPROPERRE-i,34,135
Wisconsin,IFPROPERRE-i,35,138
Minnesota,IFPROPERRE-i,36,184
California,IFPROPERRE-i,37,234
Indiana,IFPROPERRE-i,38,119
Indiana,IFPROPERRE-i,39,176
Columbus,IFPROPERRE-i,40,85
Wisconsin,IFPROPERRE-i,41,157
Penn-Cleveland,IFPROPERRE-i,42,46
Dallas North,IFPROPERRE-i,43,70
Houston North,IFPROPERRE-i,44,102
Southern Ohio,IFPROPERRE-i,45,279
Dallas South,IFPROPERRE-i,46,84
Indiana,IFPROPERRE-i,47,85
Washington,IFPROPERRE-i,48,93
Dallas South,IFPROPERRE-i,49,51
Penn-Cleveland,IFPROPERRE-i,50,123
Wisconsin,IFPROPERRE-i,51,154
Columbus,IFPROPERRE-i,52,127
Minnesota,IFPROPERRE-i,53,100
Washington,IFPROPERRE-i,54,34
California,IFPROPERRE-i,55,145
Houston North,IFPROPERRE-i,56,124
Austin,IFPROPERRE-i,57,128
Dallas North,IFPROPERRE-i,58,129
Dallas North,IFPROPERRE-i,59,107
Tarrant County,IFPROPERRE-i,60,90
Penn-Cleveland,IFPROPERRE-i,61,187
Penn-Cleveland,IFPROPERRE-i,62,130
Washington,IFPROPERRE-i,64,168
Dallas North,IFPROPERRE-i,65,98
Penn-Cleveland,IFPROPERRE-i,66,183
California,IFPROPERRE-i,67,225
Minnesota,IFPROPERRE-i,68,105
Arizona,IFPROPERRE-i,69,171
Midwest,IFPROPERRE-i,70,264
St. Louis,TEXASSTATI-i,120,1500
Columbus,TEXASSTATI-i,121,895
California,TEXASSTATI-i,122,1208
St. Louis,TEXASSTATI-i,123,1807
Chicago,TEXASSTATI-i,124,591
Georgia,TEXASSTATI-i,125,830
Georgia,TEXASSTATI-i,126,1015
St. Louis,TEXASSTATI-i,127,187
Dallas Flagship,TEXASSTATI-r,1,49662
Dallas South,TEXASSTATI-r,2,3430
Tarrant County,TEXASSTATI-r,3,9050
San Antonio,TEXASSTATI-r,4,4463
Austin,TEXASSTATI-r,5,21358
Houston North,TEXASSTATI-r,6,5467
Austin,TEXASSTATI-r,7,8023
Dallas North,TEXASSTATI-r,8,3779
Houston North,TEXASSTATI-r,9,10301
San Antonio,TEXASSTATI-r,10,6083
Houston South,TEXASSTATI-r,11,9104
Tarrant County,TEXASSTATI-r,12,6452
Kentucky,TEXASSTATI-r,13,3296
Wisconsin,TEXASSTATI-r,14,4512
Houston South,TEXASSTATI-r,15,7676
Dallas South,TEXASSTATI-r,16,2893
Austin,TEXASSTATI-r,17,16202
Tarrant County,TEXASSTATI-r,18,9404
Columbus,TEXASSTATI-r,19,3573
Houston South,TEXASSTATI-r,20,7448
Houston North,TEXASSTATI-r,21,7129
Washington,TEXASSTATI-r,22,11923
Minnesota,TEXASSTATI-r,23,8441
Houston South,TEXASSTATI-r,24,8193
San Antonio,TEXASSTATI-r,25,6320
Minnesota,TEXASSTATI-r,26,8899
Washington,TEXASSTATI-r,27,629
San Antonio,TEXASSTATI-r,29,3739
Southern Ohio,TEXASSTATI-r,30,9178
Midwest,TEXASSTATI-r,31,10396
Southern Ohio,TEXASSTATI-r,32,5953
Tarrant County,TEXASSTATI-r,33,9107
Washington,TEXASSTATI-r,34,10154
Wisconsin,TEXASSTATI-r,35,4883
Minnesota,TEXASSTATI-r,36,5139
California,TEXASSTATI-r,37,21912
Indiana,TEXASSTATI-r,38,7736
Indiana,TEXASSTATI-r,39,9760
Columbus,TEXASSTATI-r,40,5526
Wisconsin,TEXASSTATI-r,41,1261
Penn-Cleveland,TEXASSTATI-r,42,5016
Dallas North,TEXASSTATI-r,43,3891
Houston North,TEXASSTATI-r,44,9042
Southern Ohio,TEXASSTATI-r,45,12197
Dallas South,TEXASSTATI-r,46,5089
Indiana,TEXASSTATI-r,47,6968
Washington,TEXASSTATI-r,48,7900
Dallas South,TEXASSTATI-r,49,4545
Penn-Cleveland,TEXASSTATI-r,50,6436
Wisconsin,TEXASSTATI-r,51,7097
Columbus,TEXASSTATI-r,52,5160
Minnesota,TEXASSTATI-r,53,4151
Washington,TEXASSTATI-r,54,9766
California,TEXASSTATI-r,55,11347
Houston North,TEXASSTATI-r,56,9265
Austin,TEXASSTATI-r,57,12236
Dallas North,TEXASSTATI-r,58,1523
Dallas North,TEXASSTATI-r,59,5747
Tarrant County,TEXASSTATI-r,60,7555
Penn-Cleveland,TEXASSTATI-r,61,2336
Penn-Cleveland,TEXASSTATI-r,62,1380
Washington,TEXASSTATI-r,64,7871
Dallas North,TEXASSTATI-r,65,5243
Penn-Cleveland,TEXASSTATI-r,66,2027
California,TEXASSTATI-r,67,14795
Minnesota,TEXASSTATI-r,68,4415
Arizona,TEXASSTATI-r,69,4372
Midwest,TEXASSTATI-r,70,10748
Washington,TEXASSTATI-r,71,6705
Arizona,TEXASSTATI-r,72,6598
Midwest,TEXASSTATI-r,73,10977
Houston South,TEXASSTATI-r,74,7858
Austin,TEXASSTATI-r,75,12182
Austin,TEXASSTATI-r,76,5214
Penn-Cleveland,TEXASSTATI-r,77,5472
Midwest,TEXASSTATI-r,78,6048
Southern Ohio,TEXASSTATI-r,80,5999
Tarrant County,TEXASSTATI-r,81,11511
Southern Ohio,TEXASSTATI-r,82,7740
Dallas South,TEXASSTATI-r,83,6353
Midwest,TEXASSTATI-r,84,13897
Dallas North,TEXASSTATI-r,85,6233
Midwest,TEXASSTATI-r,86,7748
Chicago,TEXASSTATI-r,87,8509
Kentucky,TEXASSTATI-r,88,3359
Chicago,TEXASSTATI-r,90,6680
Columbus,TEXASSTATI-r,91,2400
Columbus,TEXASSTATI-r,92,447
Minnesota,TEXASSTATI-r,93,460
Chicago,TEXASSTATI-r,94,2796
Houston South,TEXASSTATI-r,95,6395
Minnesota,TEXASSTATI-r,96,4040
Kentucky,TEXASSTATI-r,97,3486
Tarrant County,TEXASSTATI-r,98,7906
Midwest,TEXASSTATI-r,99,11436
Indiana,TEXASSTATI-r,100,3798
Chicago,TEXASSTATI-r,101,2829
Indiana,TEXASSTATI-r,102,5007
Wisconsin,TEXASSTATI-r,103,1915
Austin,TEXASSTATI-r,104,9138
Oklahoma,TEXASSTATI-r,105,7802
Arizona,TEXASSTATI-r,106,3224
Southern Ohio,TEXASSTATI-r,107,8854
Chicago,TEXASSTATI-r,108,3405
Houston South,CDC,95,123400
Minnesota,CDC,96,164506
Kentucky,CDC,97,148767
Tarrant County,CDC,98,123536
Midwest,CDC,99,230640
Indiana,CDC,100,131914
Chicago,CDC,101,76027
Indiana,CDC,102,133513
Wisconsin,CDC,103,117876
Austin,CDC,104,180250
Oklahoma,CDC,105,142713
Arizona,CDC,106,108645
Southern Ohio,CDC,107,167169
Chicago,CDC,108,123085
Dallas South,CDC,109,179315
Oklahoma,CDC,110,137082
Tarrant County,CDC,111,89506
California,CDC,112,192861
San Antonio,CDC,113,128756
Oklahoma,CDC,114,97027
Chicago,CDC,115,79742
Kentucky,CDC,116,135272
Chicago,CDC,117,110583
Austin,CDC,118,136512
Chicago,CDC,119,147537
St. Louis,CDC,120,98899
Columbus,CDC,121,86433
California,CDC,122,95877
St. Louis,CDC,123,111475
Chicago,CDC,124,80231
Georgia,CDC,125,99887
Georgia,CDC,126,99351
St. Louis,CDC,127,29555
Dallas Flagship,HRO,1,124161
Dallas South,HRO,2,21158
Tarrant County,HRO,3,26386
San Antonio,HRO,4,30377
Austin,HRO,5,41666
Houston North,HRO,6,31118
Austin,HRO,7,25999
Dallas North,HRO,8,28853
Houston North,HRO,9,35263
San Antonio,HRO,10,22501
Houston South,HRO,11,35923
Tarrant County,HRO,12,23435
Kentucky,HRO,13,16255
Wisconsin,HRO,14,15126
Houston South,HRO,15,36879
Dallas South,HRO,16,22268
Austin,HRO,17,40286
Tarrant County,HRO,18,21688
Columbus,HRO,19,14566
Houston South,HRO,20,31699
Houston North,HRO,21,39162
Washington,HRO,22,32440
Minnesota,HRO,23,35332
Houston South,HRO,24,33853
San Antonio,HRO,25,23859
Minnesota,HRO,26,32399
Washington,HRO,27,1845
San Antonio,HRO,29,17829
Southern Ohio,HRO,30,27623
Midwest,HRO,31,58781
Southern Ohio,HRO,32,16540
Tarrant County,HRO,33,33514
Washington,HRO,34,24990
Wisconsin,HRO,35,21110
Minnesota,HRO,36,29498
California,HRO,37,39598
Indiana,HRO,38,27313
Indiana,HRO,39,27219
Columbus,HRO,40,20006
Wisconsin,HRO,41,15560
Penn-Cleveland,HRO,42,19319
Dallas North,HRO,43,17065
Houston North,HRO,44,41112
Southern Ohio,HRO,45,34472
Dallas South,HRO,46,28010
Indiana,HRO,47,32056
Washington,HRO,48,19072
Dallas South,HRO,49,25556
Penn-Cleveland,HRO,50,22608
Wisconsin,HRO,51,21144
Columbus,HRO,52,20758
Minnesota,HRO,53,26635
Washington,HRO,54,21239
California,HRO,55,33929
Houston North,HRO,56,33977
Austin,HRO,57,32777
Dallas North,HRO,58,17997
Dallas North,HRO,59,26623
Tarrant County,HRO,60,21101
Penn-Cleveland,HRO,61,17025
Penn-Cleveland,HRO,62,15678
Washington,HRO,64,21676
Dallas North,HRO,65,28175
Penn-Cleveland,HRO,66,21765
California,HRO,67,43103
Minnesota,HRO,68,25315
Arizona,HRO,69,21236
Midwest,HRO,70,41213
Washington,HRO,71,17800
Arizona,HRO,72,21783
Midwest,HRO,73,45926
Houston South,HRO,74,23912
Austin,HRO,75,33123
Austin,HRO,76,19069
Penn-Cleveland,HRO,77,29923
Midwest,HRO,78,23438
Southern Ohio,HRO,80,17336
Tarrant County,HRO,81,32683
Southern Ohio,HRO,82,24697
Tarrant County,BS-r,3,7512
San Antonio,BS-r,4,6185
Austin,BS-r,5,8928
Houston North,BS-r,6,6263
Austin,BS-r,7,6611
Dallas North,BS-r,8,10017
Houston North,BS-r,9,5886
San Antonio,BS-r,10,6906
Houston South,BS-r,11,8259
Tarrant County,BS-r,12,6423
Kentucky,BS-r,13,5452
Wisconsin,BS-r,14,5133
Houston South,BS-r,15,11077
Dallas South,BS-r,16,3005
Austin,BS-r,17,10968
Tarrant County,BS-r,18,5945
Columbus,BS-r,19,5357
Houston South,BS-r,20,4683
Houston North,BS-r,21,6740
Washington,BS-r,22,10175
Minnesota,BS-r,23,8602
Houston South,BS-r,24,8631
San Antonio,BS-r,25,6956
Minnesota,BS-r,26,7680
Washington,BS-r,27,233
San Antonio,BS-r,29,5460
Southern Ohio,BS-r,30,8413
Midwest,BS-r,31,11555
Southern Ohio,BS-r,32,5198
Tarrant County,BS-r,33,7068
Washington,BS-r,34,8465
Wisconsin,BS-r,35,10185
Minnesota,BS-r,36,7032
California,BS-r,37,6709
Indiana,BS-r,38,6339
Indiana,BS-r,39,9353
Columbus,BS-r,40,7734
Wisconsin,BS-r,41,6261
Penn-Cleveland,BS-r,42,4163
Dallas North,BS-r,43,6480
Houston North,BS-r,44,7905
Southern Ohio,BS-r,45,8762
Dallas South,BS-r,46,4907
Indiana,BS-r,47,6872
Washington,BS-r,48,6442
Dallas South,BS-r,49,9393
Penn-Cleveland,BS-r,50,4734
Wisconsin,BS-r,51,7966
Columbus,BS-r,52,6078
Minnesota,BS-r,53,6058
Washington,BS-r,54,7966
California,BS-r,55,7143
Houston North,BS-r,56,4719
Austin,BS-r,57,6885
Dallas North,BS-r,58,5780
Dallas North,BS-r,59,6972
Tarrant County,BS-r,60,5977
Penn-Cleveland,BS-r,61,4715
Penn-Cleveland,BS-r,62,7675
Washington,BS-r,64,6105
Dallas North,BS-r,65,9644
Penn-Cleveland,BS-r,66,6464
California,BS-r,67,12404
Minnesota,BS-r,68,7730
Arizona,BS-r,69,5749
Midwest,BS-r,70,7641
Washington,BS-r,71,4996
Arizona,BS-r,72,7409
Midwest,BS-r,73,8746
Houston South,BS-r,74,5395
Austin,BS-r,75,8051
Austin,BS-r,76,6436
Penn-Cleveland,BS-r,77,7353
Midwest,BS-r,78,4751
Southern Ohio,BS-r,80,5669
Tarrant County,BS-r,81,10686
Southern Ohio,BS-r,82,8924
Dallas South,BS-r,83,5008
Midwest,BS-r,84,7085
Dallas North,BS-r,85,9347
Midwest,BS-r,86,6966
Chicago,BS-r,87,8176
Kentucky,BS-r,88,5703
Chicago,BS-r,90,4724
Columbus,BS-r,91,5516
Columbus,BS-r,92,31
Minnesota,BS-r,93,247
Chicago,BS-r,94,5037
Houston South,BS-r,95,5224
Minnesota,BS-r,96,8466
Kentucky,BS-r,97,7512
Tarrant County,BS-r,98,6694
Midwest,BS-r,99,9460
Indiana,BS-r,100,6944
Chicago,BS-r,101,3390
Indiana,BS-r,102,5760
Wisconsin,BS-r,103,5873
Austin,BS-r,104,11307
Oklahoma,BS-r,105,5870
Arizona,BS-r,106,4925
Southern Ohio,BS-r,107,5474
Chicago,BS-r,108,3860
Dallas South,BS-r,109,8759
Oklahoma,BS-r,110,6771
Tarrant County,BS-r,111,6092
California,BS-r,112,7428
San Antonio,BS-r,113,4159
Oklahoma,BS-r,114,5199
Chicago,BS-r,115,5859
Kentucky,BS-r,116,8752
Chicago,BS-r,117,4138
Austin,BS-r,118,8541
Wisconsin,IDBKSALESI-r,41,748
Penn-Cleveland,IDBKSALESI-r,42,1055
Dallas North,IDBKSALESI-r,43,399
Houston North,IDBKSALESI-r,44,1119
Southern Ohio,IDBKSALESI-r,45,1716
Dallas South,IDBKSALESI-r,46,1760
Indiana,IDBKSALESI-r,47,1221
Washington,IDBKSALESI-r,48,919
Dallas South,IDBKSALESI-r,49,1436
Penn-Cleveland,IDBKSALESI-r,50,1641
Wisconsin,IDBKSALESI-r,51,1328
Columbus,IDBKSALESI-r,52,887
Minnesota,IDBKSALESI-r,53,1480
Washington,IDBKSALESI-r,54,372
California,IDBKSALESI-r,55,2594
Houston North,IDBKSALESI-r,56,1431
Austin,IDBKSALESI-r,57,964
Dallas North,IDBKSALESI-r,58,26
Dallas North,IDBKSALESI-r,59,227
Tarrant County,IDBKSALESI-r,60,954
Penn-Cleveland,IDBKSALESI-r,61,701
Penn-Cleveland,IDBKSALESI-r,62,224
Washington,IDBKSALESI-r,64,1330
Dallas North,IDBKSALESI-r,65,812
Penn-Cleveland,IDBKSALESI-r,66,1201
California,IDBKSALESI-r,67,2940
Minnesota,IDBKSALESI-r,68,1388
Arizona,IDBKSALESI-r,69,778
Midwest,IDBKSALESI-r,70,2739
Washington,IDBKSALESI-r,71,537
Arizona,IDBKSALESI-r,72,409
Midwest,IDBKSALESI-r,73,4429
Houston South,IDBKSALESI-r,74,927
Austin,IDBKSALESI-r,75,1441
Austin,IDBKSALESI-r,76,786
Penn-Cleveland,IDBKSALESI-r,77,2893
Midwest,IDBKSALESI-r,78,2073
Southern Ohio,IDBKSALESI-r,80,1116
Tarrant County,IDBKSALESI-r,81,2224
Southern Ohio,IDBKSALESI-r,82,993
Dallas South,IDBKSALESI-r,83,1829
Midwest,IDBKSALESI-r,84,2274
Dallas North,IDBKSALESI-r,85,870
Midwest,IDBKSALESI-r,86,3063
Chicago,IDBKSALESI-r,87,900
Kentucky,IDBKSALESI-r,88,1023
Chicago,IDBKSALESI-r,90,565
Columbus,IDBKSALESI-r,91,405
Columbus,IDBKSALESI-r,92,109
Minnesota,IDBKSALESI-r,93,213
Chicago,IDBKSALESI-r,94,417
Houston South,IDBKSALESI-r,95,636
Minnesota,IDBKSALESI-r,96,991
Kentucky,IDBKSALESI-r,97,902
Tarrant County,IDBKSALESI-r,98,1739
Midwest,IDBKSALESI-r,99,4406
Indiana,IDBKSALESI-r,100,1059
Chicago,IDBKSALESI-r,101,147
Indiana,IDBKSALESI-r,102,972
Wisconsin,IDBKSALESI-r,103,131
Austin,IDBKSALESI-r,104,1100
Oklahoma,IDBKSALESI-r,105,2439
Arizona,IDBKSALESI-r,106,258
Southern Ohio,IDBKSALESI-r,107,1378
Chicago,IDBKSALESI-r,108,394
Dallas South,IDBKSALESI-r,109,2270
Oklahoma,IDBKSALESI-r,110,2253
Tarrant County,IDBKSALESI-r,111,862
California,IDBKSALESI-r,112,1566
San Antonio,IDBKSALESI-r,113,514
Oklahoma,IDBKSALESI-r,114,1767
Chicago,IDBKSALESI-r,115,-10
Kentucky,IDBKSALESI-r,116,883
Chicago,IDBKSALESI-r,117,410
Austin,IDBKSALESI-r,118,1163
Chicago,IDBKSALESI-r,119,364
St. Louis,IDBKSALESI-r,120,389
Columbus,IDBKSALESI-r,121,258
California,IDBKSALESI-r,122,1125
St. Louis,IDBKSALESI-r,123,509
Chicago,IDBKSALESI-r,124,404
Georgia,IDBKSALESI-r,125,1068
Georgia,IDBKSALESI-r,126,469
St. Louis,IDBKSALESI-r,127,525
Houston South,IDC&DVISIO-i,15,2
Tarrant County,IDC&DVISIO-i,33,102
Washington,IDC&DVISIO-i,34,147
Indiana,IDC&DVISIO-i,38,123
Indiana,IDC&DVISIO-i,39,155
Houston North,IDC&DVISIO-i,44,2
Indiana,IDC&DVISIO-i,47,183
Washington,IDC&DVISIO-i,48,138
Washington,IDC&DVISIO-i,54,111
California,IDC&DVISIO-i,55,2
Penn-Cleveland,IDC&DVISIO-i,61,2
Penn-Cleveland,IDC&DVISIO-i,62,2
Minnesota,IDC&DVISIO-i,68,102
Washington,IDC&DVISIO-i,71,90
Houston South,IDC&DVISIO-i,74,126
Midwest,IDC&DVISIO-i,86,2
Minnesota,IDC&DVISIO-i,96,73
Tarrant County,IDC&DVISIO-i,98,95
Midwest,IDC&DVISIO-i,99,134
Indiana,IDC&DVISIO-i,100,70
Chicago,IDC&DVISIO-i,101,2
Indiana,IDC&DVISIO-i,102,128
Oklahoma,IDC&DVISIO-i,105,111
Tarrant County,IDC&DVISIO-i,111,1
California,IDC&DVISIO-i,112,2
Oklahoma,IDC&DVISIO-i,114,156
St. Louis,IDC&DVISIO-i,120,154
St. Louis,IDC&DVISIO-i,123,247
Penn-Cleveland,IDKIKKERLA-i,50,160
Wisconsin,IDKIKKERLA-i,51,162
Columbus,IDKIKKERLA-i,52,108
Minnesota,IDKIKKERLA-i,53,117
Washington,IDKIKKERLA-i,54,47
California,IDKIKKERLA-i,55,137
Houston North,IDKIKKERLA-i,56,196
Austin,IDKIKKERLA-i,57,150
Dallas North,IDKIKKERLA-i,58,106
Dallas North,IDKIKKERLA-i,59,151
Tarrant County,IDKIKKERLA-i,60,100
Penn-Cleveland,IDKIKKERLA-i,61,127
Penn-Cleveland,IDKIKKERLA-i,62,80
Washington,IDKIKKERLA-i,64,133
Dallas North,IDKIKKERLA-i,65,128
Penn-Cleveland,IDKIKKERLA-i,66,117
California,IDKIKKERLA-i,67,154
Minnesota,IDKIKKERLA-i,68,237
Arizona,IDKIKKERLA-i,69,158
Midwest,IDKIKKERLA-i,70,155
Washington,IDKIKKERLA-i,71,88
Arizona,IDKIKKERLA-i,72,98
Midwest,IDKIKKERLA-i,73,149
Houston South,IDKIKKERLA-i,74,179
Austin,IDKIKKERLA-i,75,124
Austin,IDKIKKERLA-i,76,99
Penn-Cleveland,IDKIKKERLA-i,77,161
Midwest,IDKIKKERLA-i,78,95
Southern Ohio,IDKIKKERLA-i,80,134
Tarrant County,IDKIKKERLA-i,81,150
Southern Ohio,IDKIKKERLA-i,82,97
Dallas South,IDKIKKERLA-i,83,127
Midwest,IDKIKKERLA-i,84,147
Dallas North,IDKIKKERLA-i,85,177
Midwest,IDKIKKERLA-i,86,123
Chicago,IDKIKKERLA-i,87,164
Kentucky,IDKIKKERLA-i,88,99
Chicago,IDKIKKERLA-i,90,161
Columbus,IDKIKKERLA-i,91,105
Columbus,IDKIKKERLA-i,92,17
Minnesota,IDKIKKERLA-i,93,7
Chicago,IDKIKKERLA-i,94,91
Houston South,IDKIKKERLA-i,95,79
Minnesota,IDKIKKERLA-i,96,147
Kentucky,IDKIKKERLA-i,97,120
Tarrant County,IDKIKKERLA-i,98,155
Midwest,IDKIKKERLA-i,99,168
Indiana,IDKIKKERLA-i,100,143
Chicago,IDKIKKERLA-i,101,53
Indiana,IDKIKKERLA-i,102,85
Wisconsin,IDKIKKERLA-i,103,66
Austin,IDKIKKERLA-i,104,133
Oklahoma,IDKIKKERLA-i,105,108
Arizona,IDKIKKERLA-i,106,87
Southern Ohio,IDKIKKERLA-i,107,139
Chicago,IDKIKKERLA-i,108,152
Dallas South,IDKIKKERLA-i,109,151
Oklahoma,IDKIKKERLA-i,110,138
Tarrant County,IDKIKKERLA-i,111,82
California,IDKIKKERLA-i,112,208
San Antonio,IDKIKKERLA-i,113,91
Oklahoma,IDKIKKERLA-i,114,41
Chicago,IDKIKKERLA-i,115,102
Kentucky,IDKIKKERLA-i,116,55
Chicago,IDKIKKERLA-i,117,94
Austin,IDKIKKERLA-i,118,111
Chicago,IDKIKKERLA-i,119,133
St. Louis,IDKIKKERLA-i,120,67
Columbus,IDKIKKERLA-i,121,53
California,IDKIKKERLA-i,122,101
St. Louis,IDKIKKERLA-i,123,96
Chicago,IDKIKKERLA-i,124,49
Georgia,IDKIKKERLA-i,125,61
Georgia,IDKIKKERLA-i,126,48
Dallas Flagship,IDKIKKERLA-r,1,5349
Dallas South,IDKIKKERLA-r,2,935
Tarrant County,IDKIKKERLA-r,3,1185
San Antonio,IDKIKKERLA-r,4,1159
Austin,IDKIKKERLA-r,5,2467
Houston North,IDKIKKERLA-r,6,1171
Austin,IDKIKKERLA-r,7,1173
Dallas North,IDKIKKERLA-r,8,1846
Houston North,IDKIKKERLA-r,9,1686
San Antonio,IDKIKKERLA-r,10,706
Houston South,IDKIKKERLA-r,11,1518
Tarrant County,IDKIKKERLA-r,12,708
Kentucky,IDKIKKERLA-r,13,630
Wisconsin,IDKIKKERLA-r,14,925
Houston South,IDKIKKERLA-r,15,2053
Dallas South,IDKIKKERLA-r,16,592
Austin,IDKIKKERLA-r,17,2156
Tarrant County,IDKIKKERLA-r,18,1407
Columbus,IDKIKKERLA-r,19,916
Houston South,IDKIKKERLA-r,20,1593
Houston North,IDKIKKERLA-r,21,1339
Washington,IDKIKKERLA-r,22,1723
Minnesota,IDKIKKERLA-r,23,2578
Houston South,IDKIKKERLA-r,24,1273
San Antonio,IDKIKKERLA-r,25,1066
Minnesota,IDKIKKERLA-r,26,1249
Washington,IDKIKKERLA-r,27,80
San Antonio,IDKIKKERLA-r,29,470
Southern Ohio,IDKIKKERLA-r,30,1186
Midwest,IDKIKKERLA-r,31,1626
Southern Ohio,IDKIKKERLA-r,32,386
Tarrant County,IDKIKKERLA-r,33,1028
Washington,IDKIKKERLA-r,34,856
Wisconsin,IDKIKKERLA-r,35,888
Minnesota,IDKIKKERLA-r,36,1072
California,IDKIKKERLA-r,37,2001
Indiana,IDKIKKERLA-r,38,819
Indiana,IDKIKKERLA-r,39,658
Austin,IDNOSTIMAG-r,104,523
Oklahoma,IDNOSTIMAG-r,105,684
Arizona,IDNOSTIMAG-r,106,934
Southern Ohio,IDNOSTIMAG-r,107,613
Chicago,IDNOSTIMAG-r,108,936
Dallas South,IDNOSTIMAG-r,109,1134
Oklahoma,IDNOSTIMAG-r,110,1339
California,IDNOSTIMAG-r,112,1021
San Antonio,IDNOSTIMAG-r,113,944
Oklahoma,IDNOSTIMAG-r,114,969
Chicago,IDNOSTIMAG-r,115,753
Kentucky,IDNOSTIMAG-r,116,285
Chicago,IDNOSTIMAG-r,117,808
Austin,IDNOSTIMAG-r,118,891
Chicago,IDNOSTIMAG-r,119,677
St. Louis,IDNOSTIMAG-r,120,823
Columbus,IDNOSTIMAG-r,121,0
California,IDNOSTIMAG-r,122,989
St. Louis,IDNOSTIMAG-r,123,898
Chicago,IDNOSTIMAG-r,124,530
Georgia,IDNOSTIMAG-r,125,115
Georgia,IDNOSTIMAG-r,126,341
St. Louis,IDNOSTIMAG-r,127,217
Dallas Flagship,IDPARRAGON-i,1,514
Dallas South,IDPARRAGON-i,2,100
Tarrant County,IDPARRAGON-i,3,170
San Antonio,IDPARRAGON-i,4,139
Austin,IDPARRAGON-i,5,263
Houston North,IDPARRAGON-i,6,174
Austin,IDPARRAGON-i,7,139
Dallas North,IDPARRAGON-i,8,143
Houston North,IDPARRAGON-i,9,160
San Antonio,IDPARRAGON-i,10,88
Houston South,IDPARRAGON-i,11,152
Tarrant County,IDPARRAGON-i,12,148
Kentucky,IDPARRAGON-i,13,220
Wisconsin,IDPARRAGON-i,14,74
Houston South,IDPARRAGON-i,15,314
Austin,IDPARRAGON-i,17,233
Tarrant County,IDPARRAGON-i,18,189
Columbus,IDPARRAGON-i,19,143
Houston South,IDPARRAGON-i,20,352
